KO_ID,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GO:0046855,inositol phosphate dephosphorylation,0.377720674,0.95882674,0.511111111,0.686645806,1,6月17日,17.99%,SYNJ2;INPP5A;IMPA1;MTMR7;BPNT2;INPP4B
GO:0045666,positive regulation of neuron differentiation,-0.288067697,-0.95874703,0.501408451,0.631361824,1,8/52,9.16%,GLI2;GDF5;TIMP2;TRPC6;MMD;BMP2;FGFR1;BCL6
GO:0010866,regulation of triglyceride biosynthetic process,0.39273469,0.958728812,0.525121556,0.686634341,1,2月16日,1.43%,MFSD2A;DGAT2
GO:0046916,cellular transition metal ion homeostasis,0.276614257,0.958459478,0.520588235,0.686992066,1,29/89,27.38%,MT2A;SLC30A4;SLC30A1;AP3B1;BOLA2;ATP2C1;SLC30A3;ATP7A;ATOX1;TFRC;TMEM199;CAND1;SLC6A9;HPX;FLVCR1;NDFIP1;SLC31A1;GLRX3;COX19;SLC39A10;MT1M;HEPHL1;ABCB7;SCO1;TFR2;CCDC115;CCDC22;SLC39A8;ABCG2
GO:2001032,regulation of double-strand break repair via nonhomologous end joining,0.339926721,0.958151502,0.523274478,0.687436913,1,6月26日,14.66%,RIF1;DEK;KMT5B;AUNIP;SMCHD1;WRAP53
GO:0042149,cellular response to glucose starvation,-0.293233017,-0.957983325,0.483870968,0.632714507,1,6/44,7.19%,SLC2A1;NUAK2;NFE2L2;PRKAG2;MTMR3;NUAK1
GO:0050907,detection of chemical stimulus involved in sensory perception,-0.346495543,-0.957766309,0.517948718,0.632855729,1,3月19日,10.27%,RTP4;RTP4-2;ASIC3
GO:0140632,inflammasome complex assembly,0.367472624,0.957577906,0.530884808,0.688483174,1,9月18日,30.70%,EIF2AK2;NLRP1;DDX3X;ATAT1;ATAT1-6;SIRT2;ATAT1-5;USP50;SIRT2-2
GO:0072583,clathrin-dependent endocytosis,-0.300588698,-0.957453664,0.449494949,0.633231819,1,8/44,9.37%,DAB2;SYT11;ITSN2;BTBD8;NEU3;UBQLN2;PIP5K1C;SGIP1
GO:0002478,antigen processing and presentation of exogenous peptide antigen,0.248395805,0.957453098,0.56022409,0.688516723,1,49/184,18.47%,PSMD2;KIF2C;KIF23;TRAF6;KIF4A;PSMD13;KIF4B;KIF11;PSMD9;CLTC;KIF22;PSMD12;PSMA1;SEC13;CENPE;CANX;DCTN6;TAP2-8;TAP2-2;TAP2-4;TAPBP-2;LNPEP;RACGAP1;PSMB7;ITGB5;PIKFYVE;SEC23A;CANX-2;KIF3B;PSMB3;SEC31A;ITGAV;HLA-C-6;PSMA6;KIF15-2;PSMB3-2;PSME4;SEC24A;HLA-DPB1-5;TAP2-5;KIFAP3;SEC24D;DYNC1LI2;DCTN3;TAP2-7;PSMB1;AP2S1;KIF2A;PSMB6
GO:0120193,tight junction organization,0.284995396,0.95715221,0.550231839,0.688944063,1,17/69,16.77%,CLDN1;ECT2;CLDN5;MECOM;APC;AFDN;MTDH;CLDN4;MPP7;RUNX1;TJP1;SNAI2;TBCD;PRKACA;MICALL2;OCLN;CBFB
GO:0006473,protein acetylation,-0.234727578,-0.957092595,0.503378378,0.633694738,1,31/179,12.65%,CPA4;YEATS2;TRIM16;MUC1;CREBBP;SUPT7L;ARRB1;NAT10;C6orf136-2;C6orf136;C6orf136-6;C6orf136-7;C6orf136-3;C6orf136-5;JADE2;BAG6-7;ESCO1;GLYR1;LIF;ATAT1-7;C6orf136-4;TAF12;NAT9;MRGBP;TRRAP;NAA60;JADE3;LDB1;APBB1;RUVBL1;NAA40
GO:0042073,intraciliary transport,0.300796413,0.957032687,0.548238897,0.68897406,1,13/50,20.30%,PCM1;IFT172;TRIP11;SSX2IP;IFT88;IFT20;IFT56;KIF3B;KIFAP3;LCA5;DYNC2I2;IFT25;SSNA1
GO:0048678,response to axon injury,-0.281092,-0.956971602,0.505847953,0.63363345,1,16/56,17.38%,CERS2;FLRT3;P2RX4;DAG1;FLNA;NREP;KIAA0319;GRN;RTN4RL2;FKBP1B;FOLR1;LAMB2;TNC;RTN4R;CTNNA1;EPHA4
GO:0004712,protein serine/threonine/tyrosine kinase activity,0.311535757,0.956957603,0.522550544,0.688883933,1,10/43,14.41%,PBK;AURKA;DYRK4;DYRK2;AURKB;MAP2K5;TTK;DYRK1B-2;ACVR2B;PRKACA
GO:0045620,negative regulation of lymphocyte differentiation,0.325546372,0.956953021,0.535188216,0.688642959,1,9/35,13.61%,SMAD7;TNFSF18;MECOM;HMGB3;ANXA1;RUNX1;TNFSF4;SOCS5;TMEM131L
GO:0006611,protein export from nucleus,0.291495981,0.956552809,0.521193093,0.689306968,1,22/62,24.34%,STYX;HSPA9;PPM1A;SP100;XPO1;EIF5A;BARD1;UHMK1;TCF7L2;CALR;STRADA;MDM2;GTSE1;PRKACA;DESI1;SFN;CCHCR1-2;RBM22;PTPN11;EIF5A-2;CCHCR1-4;CCHCR1-3
GO:0048013,ephrin receptor signaling pathway,0.292604454,0.956540148,0.530769231,0.689087128,1,16/59,17.77%,ARPC2;RBPJ;RASA1;SDCBP;VAV2;NGEF;ACTR2;EPHB1;CRK-2;ARHGEF28;EFNA4;ARPC4;CDK5R1;GIT1;EPHB6-2;AP2S1
GO:0000146,microfilament motor activity,0.381724665,0.956296294,0.546644845,0.689365246,1,9月17日,30.07%,MYO10;MYO5A;MYO5C;MYO1E;MYO19;MYO7B;MYO6;MYL6;MYO9B
GO:0051058,negative regulation of small GTPase mediated signal transduction,0.297477206,0.956215545,0.52560241,0.689293223,1,10/54,7.04%,SPRY2;ARHGAP24;STMN3;SPRY4;CUL3;ABL2;RASA1;SH3BP1;MET;RASA4B
GO:0097733,photoreceptor cell cilium,0.283019067,0.956146029,0.552785924,0.689210875,1,23/74,21.78%,MAP1B;LYAR;VCAN;BBS4;CCDC66;SEPTIN2;FAM161A;IFT20;SDCCAG8;ATP8A2;NAPEPLD-2;KIFAP3;CETN3;CETN2-2;CETN2;TTC8;LCA5;ROM1;RPGRIP1L;PRPH2;GUCA1B;NPHP4;BBS7
GO:0022839,ion gated channel activity,0.347249092,0.955612149,0.523052464,0.690145164,1,2月24日,2.68%,KCNMB3;ANO7
GO:0032091,negative regulation of protein binding,0.277511973,0.955511135,0.532041729,0.690120432,1,19/71,20.00%,ID1;AURKA;STYX;DKK1;ITGB1BP1;AURKB;PPP1CA;RALB;IFIT2;PIN1;DDX11;ITGA4;EPB41L5;NFATC4-2;NFATC4;MAPK8;TFIP11;TTBK2;DVL1
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",-0.27828896,-0.95549641,0.475218659,0.636612023,1,15/57,11.78%,STAT6;LOXL3;TOX;IL6R;BCL3;IL6;HLX;MTOR;CTSL;SOCS1;BCL6;TMEM98;NFKBIZ;SHB;JAK3
GO:0009110,vitamin biosynthetic process,0.385899698,0.955054701,0.540362438,0.690943354,1,10月16日,29.00%,PDXK;SNAI2;CYP27B1;TPK1;RFK;PNPO;AKR1A1;PLTP;UBIAD1;SNAI1
GO:0017022,myosin binding,0.294349639,0.954944746,0.512977099,0.690937064,1,15/59,21.70%,IQGAP3-2;AXL;TRIOBP;MLPH;GCSAM;VEZT;TRPM7;RAB11A;LLGL1;RHOA;STX1A;ARFGEF1;MYO19;GCSAM-2;LARP6
GO:0070665,positive regulation of leukocyte proliferation,0.266231963,0.954932862,0.54954955,0.690711257,1,21/114,15.68%,CD274;PNP;PNP-2;KITLG;MEF2C;SLC7A1;GPAM;IL6ST;ANXA1;NFATC2;ATAD5;TNFSF4;TFRC;ADA;EPHB2;DHPS;RIPK2;AGER-3;PELI1;TNFSF13B;HLA-DPB1-5
GO:0097060,synaptic membrane,0.236710917,0.954897445,0.581329562,0.690548409,1,48/256,15.40%,GABBR2;FOSL1;KCTD8;COL13A1;ATP2B1;CSPG5;ATP2B4;SLITRK1;LRFN1;LRFN1-2;CLTC;DCC;KPNA2;NTNG2;SYT1;CHRM2;CNIH3;CDH2;SLC30A1;APBA1;ANXA1;CHRNB1;GPHN;PTPRD;LRRC4;SYT7;ATP6AP2;LIN7A;GABRB1;SNCAIP;PHB1;EPHB2;PDLIM4;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;LIN7C;SLC6A9;SIGMAR1;SHANK1;STX1A;RIMS1;GRIP1
GO:0098876,vesicle-mediated transport to the plasma membrane,-0.242070097,-0.95469691,0.523648649,0.638101314,1,25/134,10.49%,ANKRD27;SEC16A;SNX12;GGA3;BBS2;EHD1;NDRG4;RABEP1;PKDCC;CLSTN1;EHD2;STX3;RAB11FIP3;WASHC1;SNF8;LLGL1-2;EHD3;SCRIB-2;STXBP6;SNX27;VPS26C;GRIPAP1;VAMP5;CSK;VPS39
GO:0032309,icosanoid secretion,-0.342078981,-0.954490197,0.508241758,0.638231147,1,3月20日,3.94%,PTGES;P2RX4;BDKRB2
GO:0010823,negative regulation of mitochondrion organization,-0.313116755,-0.953948941,0.473958333,0.639164947,1,7/33,13.24%,SLC35F6;MPV17L;RNF41;HGF;FZD9;BOK;TSC2
GO:0036465,synaptic vesicle recycling,-0.275018054,-0.953860425,0.495774648,0.63901832,1,17/68,14.08%,AMPH;SYT11;ACTG1-2;ACTG1;ITSN2;BTBD8;ACTB;DNM3;PIP5K1C;SCRIB-2;GRIPAP1;CYFIP1-2;OPHN1;MX2;FGF14;MX1;DENND1A
GO:0032452,histone demethylase activity,-0.321696973,-0.953699277,0.534526854,0.63872367,1,6月27日,12.23%,KDM6B;PHF8;HR;PHF2;KDM2A;RIOX2
GO:0140457,protein demethylase activity,-0.321696973,-0.953699277,0.534526854,0.63872367,1,6月27日,12.23%,KDM6B;PHF8;HR;PHF2;KDM2A;RIOX2
GO:0060997,dendritic spine morphogenesis,0.295925066,0.953387445,0.520440252,0.693749539,1,18/52,23.52%,ABI3;CAPRIN2;DOCK10;NGEF;ACTR2;EPHB1;DHX36;NLGN1;EPHB2;ITPKA;SHANK1;CAMK2B;CDK5R1;UBE3A;DBNL;DVL1;OPA1;LRP8
GO:0046058,cAMP metabolic process,-0.35096382,-0.953382598,0.492346939,0.639092188,1,5月18日,17.51%,ADCY9;ADCY3;PDE4A;PDE4D;ADCY6
GO:1903530,regulation of secretion by cell,-0.216181909,-0.953281881,0.552995392,0.638966982,1,69/405,14.06%,HMOX1;SLC2A1;TNFRSF1A;RGCC;RAB11FIP1;FOXF1;PTGES;TGFB2;IRS1;C1QTNF1;IRS2;SDC4;CAMK2N1;EFNA5;P2RX4;RFX3;LRP5;ITPR1;CACNA1A;SYT11;DTNBP1;VAMP8;ANO1;MCTP2;IL6;KALRN;CPT1A;BMP2;PFKFB2;RAB15;SRI;OXTR;SIRT3;RAB11FIP3;LIF;CHRNA5;NPFF;IL12A;HFE;SNF8;AACS;LLGL1-2;STXBP4;STXBP6;HAP1;SLC8B1;CCN3;HLA-F-4;HLA-F-5;DPH3;RIC1;APBB1;CACNA1C;POU5F1-3;FKBP1B;UCP2;C2CD2L;RAB27A;PRKCA;JAGN1;ATP6AP1;BRSK2;HLA-F-3;PRKCE;GAB2;TM7SF3;PAM;ATP2A2;DPP4
GO:2000758,positive regulation of peptidyl-lysine acetylation,0.334249374,0.953270553,0.561759729,0.69377527,1,8月29日,15.12%,AUTS2;BRCA1;PIH1D1;RPS6KA4;RUVBL2;SMARCB1-2;SMARCB1;RPS6KA5
GO:0035773,insulin secretion involved in cellular response to glucose stimulus,0.296795755,0.952706983,0.548989114,0.694819573,1,12/55,13.56%,MPC2;MAP4K4;GPR68;OXCT1;NR1D1;ZBED6;BIRC5;SLC9B2;CCDC186;PTPRN;SELENOT;RAB11FIP2
GO:0002335,mature B cell differentiation,-0.34036107,-0.952623193,0.494923858,0.640093176,1,5月21日,8.42%,ST3GAL1;BCL3;DOCK11;DLL1;DLL1-2
GO:1902883,negative regulation of response to oxidative stress,-0.355564662,-0.952495686,0.4825,0.640051773,1,5月17日,10.16%,NFE2L2;GPR37;HGF;GGT7;NCOA7
GO:0051180,vitamin transport,-0.318002839,-0.95219749,0.509333333,0.640383541,1,9月28日,21.88%,SLC19A1;SLC52A1;ABCC5;SCARB1;FOLR1;FOLR3;SLC27A1;SLC2A6-2;SLC2A10
GO:0099537,trans-synaptic signaling,0.224430007,0.95180518,0.62278481,0.69667755,1,96/490,16.33%,NPTX1;AKAP12;TPBG-2;GABBR2;TPBG;CAMKK1;RGS4;SLC1A4;CSPG5;MAP1B;FABP5;RAP1B;GJC1;PDZD11;DCC;CEP89;SDCBP;ZMYND8;SLC29A1;EIF4E;STAU1;NTNG2;SYT1;CHRM2;CAMK4;CNIH3;CDH2;HOMER1;BAIAP2;SPG11;SLC30A1;APBA1;ATXN3;SH3GL1;RASGRF2;PPFIA3;PAFAH1B1;GDNF;CHRNB1;CDC20;CENPS-CORT;SLC12A2;PXK;PTPRD;RHOT1;SYPL1;ZDHHC2;LRRC4;SYT7;SNCB;TPRG1L;LIN7A;PLCB1;GABRB1;KIF1B;EPHB1;DTNA;KIF5B;NLGN1;CACNB4;SNCAIP;PRKACB;YTHDF1;RAB11A;EPHB2;PDLIM4;VDAC1;ITPKA;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;LIN7C;SLC6A9;PRKACA;AGER-3;CTBP2;RAB3GAP1;SHANK1;CAMK2B;PRKAR2B;STX1A;RIMS1;NFATC4-2;NFATC4;LAMA2;CYP46A1;CNTN4;PLCL1;PTN;UNC13B;NOLC1
GO:1903078,positive regulation of protein localization to plasma membrane,0.316210915,0.951794735,0.536776213,0.696444799,1,10/42,13.56%,CIB1;ATP2B4;EGFR;ATP2C1;ZDHHC2;RANGRF;LGALS3;KIF5B;RAB11A;RAB11FIP2
GO:0016042,lipid catabolic process,-0.225210674,-0.951784389,0.55,0.640988937,1,57/260,15.29%,LDLR;CPT1C;LIPH;AKR1C3;IRS1;LOC124900586;IRS2;GDE1;PLCG1;LIPE;PDXDC1;ABHD4;CPT1A;PNPLA3;PEX13;NEU1-8;NEU1-6;NEU1-2;ECHDC2;GBA1;PLAAT4;LPIN1;NEU3;ETFBKMT;HEXA;PLBD2;PEX2;PNPLA4;NAPEPLD;BCO2;AIG1;FABP3;SCARB1;LIPA;TYSND1;ECH1-2;ECH1;CROT;BDH2;PCCB;RARRES2;ACAD10;GBA2;EHHADH;CPT2;CES3;SLC25A17;CRTC3;NAGA;CYP27A1;PRKCE;THRA;PCCA;GDPD1;ABHD6;MGST2;PAFAH2
GO:2000401,regulation of lymphocyte migration,-0.294863933,-0.951532853,0.481675393,0.641204889,1,7/41,9.86%,CCL2;CCL5-2;RIPOR2;STK10;CRK;SLC8B1;CRKL
GO:0001917,photoreceptor inner segment,-0.301674716,-0.951268291,0.507936508,0.641478687,1,2/36,1.39%,SLC2A1;SHANK2
GO:0017156,calcium-ion regulated exocytosis,0.288756529,0.951083035,0.547318612,0.69781491,1,20/57,31.59%,RAP1B;SYT1;SYT7;ARL8B;RAB3GAP1;STX1A;RIMS1;UNC13B;REST;SYT3;SYT15B-2;HYAL3;RPH3AL;SNAP25;RAPGEF4;RIMS2;PPP3CB;VAMP3;DOC2A;POU5F1-2
GO:0043299,leukocyte degranulation,0.230228999,0.950478282,0.602864583,0.698953811,1,77/373,20.10%,PLAU;PNP;PNP-2;PLAUR;RAC2;STING1-2;PSMD2;OSTF1;SRP14;PA2G4;PSMD13;ADAM8;RAP1B;SERPINB6;CD58;TUBB-5;SDCBP;S100A13;RAB31;PSMD12;ATAD3A;DNAJC13;PYGB;CPNE3;F2RL1;PDXK;COPB1;CCT8;LGALS3;CAP1;CCT8-2;TUBB4B;ATP6AP2;NFASC;LAIR1-5;B4GALT1;ACTR2;SLC15A4;JUP;GGH;DSP;PSMB7;GCA;LOC112694756;CAND1;PLA2G3;VAPA;C1orf35;TSPAN14;GDI2;HLA-C-6;SNX4;OSCAR;ARHGAP45;RABGEF1;MME;XRCC5;STK11IP;PSMB1;PGM2;TUBB-6;CFP;CD160;IL13RA2;TICAM2;DBNL;CMTM6;PGRMC1;NDUFC2;GUSB;TUBB-8;RAP2C;SCAMP1;ATP8A1;CDA;FUCA2;TNFAIP6
GO:0030014,CCR4-NOT complex,-0.321013303,-0.950413787,0.507614213,0.643047058,1,5月26日,9.46%,CNOT11;ZFP36;CNOT8;TNKS1BP1;CNOT4
GO:0032418,lysosome localization,-0.27018976,-0.949413677,0.523809524,0.644990244,1,8/71,8.61%,HMOX1;FOXF1;VAMP8;PIK3CD;TFEB;MAP6;PLEKHM2;MYH9
GO:1905954,positive regulation of lipid localization,0.283639029,0.948974532,0.546439628,0.702182939,1,18/72,19.73%,ABCA1;PLIN2;NFKBIA;OSBPL11;PLA2G4A;TMEM30A;FITM1-2;FITM1;LIPG;ATP8A2;PLA2G3;FITM2;PRELID1;ASXL2;MIF-2;MIF;TMF1;ATP8A1
GO:0051154,negative regulation of striated muscle cell differentiation,0.346049518,0.948603257,0.546603476,0.702785095,1,8月27日,13.33%,RGS4;FOXP1;DKK1;EZH2;BHLHE41;FZD7;GSK3A;MSX1
GO:0034212,peptide N-acetyltransferase activity,-0.282936532,-0.948599218,0.501416431,0.64649035,1,19/52,15.08%,CREBBP;SUPT7L;MCM3AP;C6orf136-2;C6orf136;C6orf136-6;C6orf136-7;C6orf136-3;C6orf136-5;ESCO1;ATAT1-7;C6orf136-4;NAA60;SRCAP;NAA40;KAT2A;KAT6B;EP300;KAT2B
GO:0035304,regulation of protein dephosphorylation,0.287979135,0.948588038,0.552469136,0.702556522,1,14/63,13.19%,HSP90AB1;PPP1R2;PPP1R7;CDCA2;PPP4R4-2;PPP4R4;PPP6R3;LGALS3;CALM1;PPP1R15A;ENSA;PPP2R5D;HTT;PIN1
GO:0009306,protein secretion,0.237837968,0.948580605,0.586021505,0.702060306,1,49/264,14.57%,VEGFC;WLS;ABCA1;MPC2;PCK2;SERP1;ADAM8;MAP4K4;PSMD9;DNM1L;GPR68;OXCT1;FRMD4A;NR1D1;ANXA1;STEAP3;CANX;HADH;F2RL1;ACVR1C;PCK2-2;CLOCK;SYT7;ZBED6;IER3IP1;ARFGAP3;CTAGE1;CTAGE1-2;BIRC5;MON1A;SLC9B2;TCF7L2;SEL1L;TMEM167A;SLC16A1-2;CCDC186;ENSA;SYTL4;PTPRN;MIA2;SELENOT;TTN;CANX-2;RAB11FIP2;ACVR2B;LLGL1;SLC16A1;GNPTAB;RHBDF2
GO:0035592,establishment of protein localization to extracellular region,0.237837968,0.948580605,0.586021505,0.702060306,1,49/264,14.57%,VEGFC;WLS;ABCA1;MPC2;PCK2;SERP1;ADAM8;MAP4K4;PSMD9;DNM1L;GPR68;OXCT1;FRMD4A;NR1D1;ANXA1;STEAP3;CANX;HADH;F2RL1;ACVR1C;PCK2-2;CLOCK;SYT7;ZBED6;IER3IP1;ARFGAP3;CTAGE1;CTAGE1-2;BIRC5;MON1A;SLC9B2;TCF7L2;SEL1L;TMEM167A;SLC16A1-2;CCDC186;ENSA;SYTL4;PTPRN;MIA2;SELENOT;TTN;CANX-2;RAB11FIP2;ACVR2B;LLGL1;SLC16A1;GNPTAB;RHBDF2
GO:0097729,9+2 motile cilium,0.274537253,0.948079246,0.547368421,0.702935204,1,17/80,16.43%,ABHD2;CUL3;SPA17;ATP2B4;MNS1;RNF38;IFT172;SEPTIN2;SLIRP;IFT88;SLC9B2;ATP1B1;PRKACA;ODF2;GABARAP;CETN2-2;CETN2
GO:0060420,regulation of heart growth,-0.294066147,-0.94800706,0.545454545,0.64752773,1,7/46,6.47%,PIM1;CITED2;CDK20;G6PD;WNT2;TP73;MAPK14
GO:0039528,cytoplasmic pattern recognition receptor signaling pathway in response to virus,0.313548764,0.94791841,0.541601256,0.703064458,1,15/36,27.33%,BIRC2;C1QBP;PHB2;IRF3;PHB1;RIGI;ZCCHC3;RNF125;LSM14A-2;PUM2;ZC3HAV1;CLPB;USP15;PUM1;BIRC3
GO:1905523,positive regulation of macrophage migration,0.397756562,0.94790722,0.557983193,0.702836201,1,2月15日,4.70%,MMP14;TNFSF18
GO:0061001,regulation of dendritic spine morphogenesis,0.315283255,0.947903912,0.5424,0.702586528,1,13/38,23.52%,ABI3;CAPRIN2;NGEF;ACTR2;DHX36;NLGN1;ITPKA;CAMK2B;CDK5R1;UBE3A;DBNL;OPA1;LRP8
GO:0090559,regulation of membrane permeability,-0.268258984,-0.947708293,0.526627219,0.647866499,1,7/77,5.87%,HEG1;RTL10;SLC35F6;MPV17L;CNP;MTOR;TP73
GO:0042093,T-helper cell differentiation,0.307126728,0.947653594,0.544207317,0.702898329,1,9/42,13.86%,SMAD7;FOXP1;RELB;TNFSF18;ANXA1;TNFSF4;PRKCZ;SOCS5;RIPK2
GO:0007610,behavior,0.226052545,0.947421248,0.632944228,0.703174399,1,82/424,15.91%,TPBG-2;MFSD2A;TPBG;FOSL1;CIART;MBD2;CLN6;GDF15;FOXP1;ZMPSTE24;ADM2;SLITRK1;PCM1;ABL2;AHCY;CASP3;EIF4E;FEN1;CAMK4;CAPN2;HOMER1;ETV1;NCOR1;SPG11;BBS4;APBA1;NR1D1;SLITRK6;PAFAH1B1;GDNF;MCHR1;CHRNB1;EGFR;PICALM;EHMT2-6;MKKS;C12orf57;ALDH1A3;RAG1;PLCB1;ACTR2;CHD7;KIRREL3;NLGN1;CACNB4;IFT20;EIF4G1;AAAS-2;YTHDF1;ADA;EPHB2;RNF180;SLC16A1-2;VDAC1;ATP6V1B1;ATP8A2;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;NPAS1;HTT;CSF2;REN;AFF2;UBR3;SLC16A1;TBCE-2;AGER-3;SHANK1;AGTPBP1;NAPEPLD-2;PRKAR2B;NFATC4-2;NFATC4;LEPR;AHI1;PTN
GO:0008066,glutamate receptor activity,-0.365179443,-0.947151237,0.538071066,0.648799218,1,4月16日,13.12%,GRIK4;GRIK2;GRIN2C;GRIK5
GO:0070841,inclusion body assembly,-0.372233512,-0.947018201,0.519083969,0.648751637,1,2月15日,2.15%,HSPA2;BAG3
GO:0003301,physiological cardiac muscle hypertrophy,0.360982611,0.946815466,0.526578073,0.703783973,1,4月19日,13.19%,RGS4;FOXP1;GSK3A;PIN1
GO:0061049,cell growth involved in cardiac muscle cell development,0.360982611,0.946815466,0.526578073,0.703783973,1,4月19日,13.19%,RGS4;FOXP1;GSK3A;PIN1
GO:0003298,physiological muscle hypertrophy,0.360982611,0.946815466,0.526578073,0.703783973,1,4月19日,13.19%,RGS4;FOXP1;GSK3A;PIN1
GO:1903318,negative regulation of protein maturation,-0.350675602,-0.946667912,0.529562982,0.6489075,1,4月20日,3.36%,THBS1;SNX12;TMEM59;GAS1
GO:0010955,negative regulation of protein processing,-0.350675602,-0.946667912,0.529562982,0.6489075,1,4月20日,3.36%,THBS1;SNX12;TMEM59;GAS1
GO:0045687,positive regulation of glial cell differentiation,-0.31912955,-0.946529497,0.459833795,0.64889128,1,8月28日,11.81%,MTOR;TP73;BMP2;QKI;BIN1;LIF;ZNF365;HDAC1
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,-0.304254062,-0.94638696,0.527027027,0.648848665,1,8/39,11.15%,TNFRSF1A;IL6R;IL6;PARP9;LIF;IL12A;TSLP;FYN
GO:0098884,postsynaptic neurotransmitter receptor internalization,-0.358689797,-0.94625432,0.52284264,0.648459833,1,6月16日,19.00%,CALY;DNM3;OPHN1;MX2;MX1;ARC
GO:0140239,postsynaptic endocytosis,-0.358689797,-0.94625432,0.52284264,0.648459833,1,6月16日,19.00%,CALY;DNM3;OPHN1;MX2;MX1;ARC
GO:0050803,regulation of synapse structure or activity,0.246148833,0.946207262,0.586350975,0.704895247,1,41/176,18.60%,ARHGAP22;TPBG-2;TPBG;AMIGO2;SLITRK1;LRFN1;LRFN1-2;TUBB-5;ZMYND8;ABI3;NTNG2;CDH2;HOMER1;CAPRIN2;GRIPAP1-2;SEPTIN11;SLITRK6;CDC20;PTPRD;NGEF;ACTR2;EPHB1;DHX36;NLGN1;EIF4G1;LRRN1;EPHB2;ITPKA;YWHAZ;CAMK2B;RHOA;NFATC4-2;NFATC4;VPS35;PTN;CDK5R1;ROBO2;UBE3A;TUBB-6;NEDD4;DBNL
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,0.273295133,0.946013673,0.551987768,0.705074037,1,27/83,22.48%,PSMD2;STYX;PSMD13;PSMD9;WWTR1;FBXO38;PSMD12;PSMA1;CUL2;CUL4B;FBXL13;CCNF;PSMB7;FBXL3;PSMB3;PSMA6;PSMB3-2;PSME4;CUL1;FBXL16;PSMB1;PSMB6;FBXW7;FBXO33;FBXL7;PSMB5;RBX1
GO:0051046,regulation of secretion,-0.212088475,-0.945444325,0.617117117,0.64999917,1,75/438,14.06%,HMOX1;SLC2A1;TNFRSF1A;RGCC;RAB11FIP1;FOXF1;CORIN;PTGES;TGFB2;IRS1;C1QTNF1;IRS2;SDC4;CAMK2N1;EFNA5;P2RX4;RFX3;LRP5;ITPR1;CACNA1A;SYT11;DTNBP1;VAMP8;ANO1;MCTP2;IL6;KALRN;CPT1A;SGK1;SV2A;BMP2;PFKFB2;RAB15;EDNRB;SRI;OXTR;SIRT3;RAB11FIP3;LIF;CHRNA5;NPFF;IL12A;HFE;SNF8;AACS;LLGL1-2;STXBP4;STXBP6;HAP1;SLC8B1;CCN3;HLA-F-4;HLA-F-5;DPH3;RIC1;APBB1;CACNA1C;POU5F1-3;FKBP1B;UCP2;C2CD2L;RAB27A;NHERF1;SPX;PRKCA;JAGN1;ATP6AP1;BRSK2;HLA-F-3;PRKCE;GAB2;TM7SF3;PAM;ATP2A2;DPP4
GO:0004197,cysteine-type endopeptidase activity,-0.255199819,-0.94504052,0.555882353,0.6505819,1,14/83,11.72%,CTSC;PYCARD;CASP1;USP44;CASP8;CAPN3;CTSL;CASP4;CTSB-2;CTSB;USP49;USP18;LGMN;CTSV
GO:0005769,early endosome,0.230465424,0.944869976,0.606711409,0.707501737,1,92/368,21.10%,CD274;KIFC1;WLS;F8A1;RCC2-2;RCC2;SPHK1;CLN6;SNX16;EHD4;CD22;KIFC1-2;SNX8;MARCHF3;VTI1B;RAB31;WASHC4;PTP4A1;VPS26A;GRIPAP1-2;OSBPL6;SH3GL1;DNAJC13;HSPD1;ECPAS;VPS8;ANXA1;EGFR;WASHC5;DOP1B;DIAPH2;PICALM;F2RL1;KDR;APPL1;EPS15;BLOC1S1;USP10;REP15;LNPEP;VPS11;VPS11-2;GGA2;SNX2;EPHB1;TMEM230;STAM2;RAB1A;TFRC;LIPG;SLC15A4;PHB1;PDLIM4;NIPA2-2;PIKFYVE;HTT;NIPA1-2;LLGL1;LAPTM4B;PLEKHF2;NAPEPLD-2;HLA-C-6;SNX4;VPS35;NUMB;ACKR4;RABGEF1;MME;RPS6KC1;RUFY1;FIG4;RAB14;RAB5A;MELTF;TMEM184A;TICAM2;MON2;DBNL;CMTM6;SNX5;WDFY1;VPS28-2;SAMD9L;ZFYVE9;STX7;PLEKHJ1;RIN3;INPP5F;PMEPA1;PHETA2-3;PHETA2-4;PHETA2-2
GO:0001161,intronic transcription regulatory region sequence-specific DNA binding,-0.367539929,-0.944849448,0.498746867,0.650684935,1,4月15日,11.98%,BCL6;VAX2;SMYD3;POU5F1-3
GO:1902991,regulation of amyloid precursor protein catabolic process,0.312756033,0.944598439,0.545602606,0.707865116,1,7/36,14.72%,RANBP9;CASP3;PICALM;GSK3A;SLC2A13;PIN1;AGER-3
